2729074932	8
1016613531	11
8590292955	15
6693826868	1
2148204297	71
9283025412	4
2148382855	2
5177058551	7
8591101838	13
9287710260	12
7236199209	9
6444212511	8
3749837882	16
6444482840	3
2149757082	27
8171296254	13
1189283867	38
2943507399	9
6445235858	18
2748349722	13
8593532671	36
3846345869	23
4299087740	6
1518294517	6
2943507374	2
5271826423	5
9956172092	11
4548484807	3
4299886474	3
6447423255	30
6224725918	19
7000885580	2
9063506424	2
5684896766	22
4829843803	60
3673273906	12
2153533096	11
2153863980	17
5195710918	4
2494296670	8
2088508257	3
9983210367	2
8851349398	2
8975564976	4
9793808364	10
2155027615	17
3759475213	26
5594679808	13
8628885698	7
6161279555	10
3728019749	3
2373828947	2
4303320991	6
9168045574	2
4303636124	18
3084320665	3
8598947634	6
2464313563	12
5142256648	26
1764985520	6
7432427592	41
6451910064	11
5438339478	12
9354368929	12
6452135375	2
5401663750	12
9764896073	5
9403894535	2
1067477522	5
1572237181	2
7417703740	3
6033985306	33
2158658246	5
2890099924	3
7624640470	26
9009831281	24
8306487648	25
2159141985	13
4306854368	11
2856904369	10
6454574664	7
7861694121	3
9662766200	21
6566398637	14
3639141291	22
2932263597	3
6980405954	27
6455767631	6
8106109680	5
6456097425	3
2161664179	4
4902525851	17
1015810202	11
7725565587	7
3700312083	4
2390292771	11
9146495147	4
9498796237	8
6457517579	4
4715800903	21
1639029752	15
9382745679	11
3424842592	2
8605783554	22
8961644135	1
3548121199	6
6458716938	22
1335584988	19
6164224195	11
7985194769	30
1866390710	11
8606806109	7
7939462643	22
4311970581	3
8766084880	17
8607330579	2
8698087553	4
4312548161	13
2165181319	4
8004515186	14
1669012787	21
9336834063	3
4226488169	7
2504335466	6
4313811805	23
5050433340	15
2166952854	4
6462020234	14
6462165680	2
1323270462	16
7629860611	11
6013505664	5
4315083863	31
3472628046	3
2167704711	24
2168064969	23
7396956374	3
7282244352	2
8092188854	24
2168574836	1
8995910426	4
7352965729	4
2801202485	2
9412862518	2
9180895264	5
3351892620	2
8611535560	15
2169184582	3
8972084583	7
3591623335	2
9246483227	12
8612213782	3
2169855804	7
6464961930	5
6634663515	3
8612572141	2
5497636161	5
4218992334	25
2170380637	15
5961704509	21
8055513103	10
5170072407	18
6465723456	17
4318276706	17
5130075813	20
3823189003	13
6678962483	10
7165792203	4
4318770740	5
8613963244	17
1689492204	2
6607759037	3
4322942208	12
3754923960	11
9324787198	6
6467217536	5
1100405141	8
8614927792	20
5395773992	2
6292321387	18
9522488064	14
6785783510	3
7520337328	4
8842106499	19
3376655359	11
6369761036	28
5038520318	4
4321209782	4
5016702279	7
2173963440	4
6348941185	8
6499070364	18
4321633604	5
5858236083	6
8616906302	21
4322021315	11
2174672478	10
4225684917	4
6122997306	3
4747657730	15
1339332706	2
5810138392	19
4322877218	9
5941224925	31
2175613426	2
2175754049	27
8773312775	5
2827776488	2
6471448537	18
4787278194	16
2354548489	13
1014337597	2
8372610764	1
4324419492	2
2177359465	8
3445455739	11
6442236670	11
7284385860	7
